Survived,Pclass,Sex,Age,Fare,Embarked,Euro_Fare,Binary_Cabin,AgeGroup,Honorific_Name
0,1,male,65.0,61.9792,C,6926.118124406571,1,Third age,Mr
0,1,male,49.0,27.7208,C,3097.773693481841,0,Third age,Mr
0,1,male,46.0,61.175,S,6836.249520170832,1,Third age,Mr
0,3,male,59.0,7.25,S,810.1807768081492,0,Third age,Mr
0,1,male,71.0,34.6542,C,3872.5747138848237,1,Third age,Mr
0,1,male,47.0,52.0,S,5810.951778486036,1,Third age,Mr
0,3,male,70.5,7.75,Q,866.0553131397457,0,Third age,Mr
0,1,male,54.0,77.2875,S,8636.80645345653,1,Third age,Mr
0,3,female,47.0,14.5,S,1620.3615536162984,0,Third age,Mrs
0,2,male,51.0,12.525,S,1399.6571351064924,0,Third age,Rev
0,3,male,55.5,8.05,S,899.5800349387039,0,Third age,Mr
0,1,male,51.0,61.3792,C,6859.068680808656,0,Third age,Mr
0,1,male,61.0,33.5,S,3743.593934216966,1,Third age,Mr
0,1,male,56.0,30.6958,C,3430.2271846548397,1,Third age,Mr
0,1,female,50.0,28.7125,C,3208.595248841929,1,Third age,Miss
1,1,female,58.0,146.5208,C,16373.563525869171,1,Third age,Miss
0,3,male,45.5,7.225,C,807.3870499915694,0,Third age,Mr
0,3,male,51.0,8.05,S,899.5800349387039,0,Third age,Mr
0,2,male,59.0,13.5,S,1508.6124809531057,0,Third age,Mr
0,2,male,54.0,26.0,S,2905.475889243018,0,Third age,Rev
0,1,male,62.0,26.55,S,2966.9378792077746,1,Third age,Mr
1,2,female,50.0,26.0,S,2905.475889243018,0,Third age,Mrs
0,1,male,52.0,79.65,S,8900.813637623323,1,Third age,Mr
1,1,female,58.0,153.4625,S,17149.29206357526,1,Third age,Mrs
1,1,female,63.0,77.9583,S,8711.767731398999,1,Third age,Miss
0,3,male,65.0,7.75,Q,866.0553131397457,0,Third age,Mr
0,1,male,49.0,27.7208,C,3097.773693481841,0,Third age,Mr
1,1,female,50.0,247.5208,C,27660.219864851664,1,Third age,Mrs
0,2,male,54.0,14.0,S,1564.4870172847022,0,Third age,Dr
0,3,male,61.0,6.2375,S,697.0348407366663,0,Third age,Mr
0,1,male,45.5,28.5,S,3184.848570901001,1,Third age,Mr
1,1,female,60.0,75.25,C,8409.117717905274,1,Third age,Mrs
0,2,male,46.0,26.0,S,2905.475889243018,0,Third age,Mr
0,3,male,51.0,7.75,S,866.0553131397457,0,Third age,Mr
0,1,male,50.0,55.9,S,6246.773161872489,1,Third age,Mr
0,1,male,64.0,263.0,S,29390.006110419763,1,Third age,Mr
1,1,male,52.0,30.5,S,3408.3467162273864,1,Third age,Major
1,1,male,49.0,89.1042,C,9957.311720395683,1,Third age,Mr
0,1,male,65.0,26.55,S,2966.9378792077746,1,Third age,Mr
1,2,female,50.0,10.5,S,1173.3652629635264,0,Third age,Miss
1,1,male,48.0,26.55,S,2966.9378792077746,1,Third age,Mr
0,1,male,47.0,38.5,S,4302.339297532931,1,Third age,Mr
0,2,male,48.0,13.0,S,1452.737944621509,0,Third age,Mr
0,1,male,56.0,26.55,S,2966.9378792077746,0,Third age,Mr
0,3,male,50.0,8.05,S,899.5800349387039,0,Third age,Mr
1,3,female,63.0,9.5875,S,1071.394234158363,0,Third age,Mrs
0,1,male,58.0,29.7,C,3318.947458096832,1,Third age,Mr
0,1,male,55.0,30.5,S,3408.3467162273864,1,Third age,Mr
0,1,male,71.0,49.5042,C,5532.048442933238,0,Third age,Mr
1,1,female,54.0,78.2667,C,8746.231145408328,1,Third age,Miss
1,1,female,54.0,59.4,C,6637.894916193664,0,Third age,Mrs
0,1,male,47.0,34.0208,S,3801.7928512599565,1,Third age,Mr
1,2,female,50.0,10.5,S,1173.3652629635264,0,Third age,Miss
0,1,male,50.0,106.425,C,11892.895058180315,1,Third age,Mr
0,1,male,64.0,26.0,S,2905.475889243018,0,Third age,Mr
0,1,male,62.0,26.55,S,2966.9378792077746,0,Third age,Mr
1,1,female,48.0,39.6,C,4425.2632774624435,1,Third age,Lady
1,2,male,62.0,10.5,S,1173.3652629635264,0,Third age,Mr
1,1,female,53.0,51.4792,S,5752.752861443046,1,Third age,Mrs
0,2,male,54.0,26.0,S,2905.475889243018,0,Third age,Mr
0,2,male,47.0,15.0,S,1676.236089947895,0,Third age,Mr
1,1,male,60.0,79.2,C,8850.526554924887,1,Third age,Mr
1,1,female,52.0,78.2667,C,8746.231145408328,1,Third age,Mrs
0,3,male,47.0,7.25,S,810.1807768081492,0,Third age,Mr
0,3,male,49.0,0.0,S,0.0,0,Third age,Mr
1,1,male,49.0,56.9292,C,6361.785307457448,1,Third age,Sir
0,1,male,61.0,32.3208,S,3611.8194277325283,1,Third age,Mr
0,2,male,57.0,12.35,Q,1380.1010473904337,0,Third age,Rev
1,1,male,80.0,30.0,S,3352.47217989579,1,Third age,Mr
0,3,male,51.0,7.0542,S,788.300308380696,0,Third age,Mr
1,1,male,48.0,76.7292,C,8574.41694618867,1,Third age,Mr
1,1,male,56.0,35.5,C,3967.0920795433512,1,Third age,Col
0,1,male,58.0,113.275,C,12658.376205923189,1,Third age,Mr
1,1,male,50.0,133.65,S,14935.263561435746,0,Third age,Dr
0,1,male,47.0,25.5875,S,2859.379396769451,1,Third age,Mr
0,2,male,70.0,10.5,S,1173.3652629635264,0,Third age,Mr
0,2,male,60.0,39.0,S,4358.213833864527,0,Third age,Mr
0,1,male,60.0,26.55,S,2966.9378792077746,0,Third age,Col
0,2,male,52.0,13.5,S,1508.6124809531057,0,Third age,Mr
0,1,male,49.0,110.8833,C,12391.10594883463,1,Third age,Mr
0,1,male,55.333333333333336,26.55,S,2966.9378792077746,1,Third age,Mr
1,1,male,48.0,52.0,S,5810.951778486036,1,Third age,Mr
0,2,male,52.0,13.0,S,1452.737944621509,0,Third age,Mr
0,2,male,50.0,13.0,S,1452.737944621509,0,Third age,Mr
0,3,female,48.0,34.375,S,3841.374372797259,0,Third age,Mrs
0,1,male,70.0,71.0,S,7934.1841590867025,1,Third age,Capt
1,2,female,48.0,65.0,S,7263.689723107545,0,Third age,Mrs
1,1,female,51.0,77.9583,S,8711.767731398999,1,Third age,Mrs
0,1,male,52.333333333333336,39.6,C,4425.2632774624435,0,Third age,Dr
0,3,male,48.0,7.8542,S,877.6995665112504,0,Third age,Mr
0,2,female,57.0,10.5,S,1173.3652629635264,1,Third age,Mrs
1,2,female,54.0,23.0,S,2570.2286712534387,0,Third age,Mrs
0,1,male,46.0,79.2,C,8850.526554924887,1,Third age,Mr
0,1,male,47.333333333333336,30.6958,C,3430.2271846548397,0,Third age,Mr
1,1,female,49.0,25.9292,S,2897.564054898464,1,Third age,Dr
1,1,female,52.0,93.5,S,10448.538294008546,1,Third age,Mrs
1,1,female,62.0,80.0,S,8939.92581305544,1,Third age,Mrs
0,3,male,74.0,7.775,S,868.8490399563256,0,Third age,Mr
1,1,male,51.0,26.55,S,2966.9378792077746,1,Third age,Mr
1,1,female,48.0,25.9292,S,2897.564054898464,1,Third age,Mrs
1,1,female,47.0,52.5542,S,5872.883114555978,1,Third age,Mrs
0,3,male,47.0,9.0,S,1005.741653968737,0,Third age,Mr
1,1,female,56.0,83.1583,C,9292.862909247602,1,Third age,Mrs
